,locations,timeOfDay,stayTime,locationType,placeID,randomized_stay_time,,openHours,parking,diner
3485,Lotus Tower,Evening,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,107.79453097380025,,,,
3484,Lotus Tower,Morning,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,120.76558674228131,,,,
121,Lotus Tower,Evening,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,55.277834327637876,,,,
1665,Lotus Tower,Morning,150,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,139.62337065335797,,,,
865,Lotus Tower,Morning,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,62.61847767,,,,
2996,Lotus Tower,Morning,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,121.04235682726059,,,,
120,Lotus Tower,Morning,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,39.69993872391749,,,,
2660,Lotus Tower,Evening,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,88.54626459457211,,,,
3009,Lotus Tower,Morning,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,116.73208142650337,,,,
1552,Lotus Tower,Night,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,125.55113673467694,,,,
3010,Lotus Tower,Evening,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,105.73129235693568,,,,
2615,Lotus Tower,Night,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,101.90451513404307,,,,
513,Lotus Tower,Night,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,38.60042619526561,,,,
2582,Lotus Tower,Morning,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,107.28319152270521,,,,
1732,Lotus Tower,Evening,150,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,138.9158568161675,,,,
2978,Lotus Tower,Evening,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,93.51749812196735,,,,
1269,Lotus Tower,Night,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,69.82952379774699,,,,
483,Lotus Tower,Evening,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,38.54406494330457,,,,
1075,Lotus Tower,Night,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,57.91655784319183,,,,
2918,Lotus Tower,Evening,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,87.77966404736635,,,,
2919,Lotus Tower,Night,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,97.47198588820385,,,,
1074,Lotus Tower,Evening,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,69.45585161,,,,
987,Lotus Tower,Night,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,72.29500078168701,,,,
1268,Lotus Tower,Evening,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,66.77172180160626,,,,
2962,Lotus Tower,Night,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,122.97720102091756,,,,
2961,Lotus Tower,Morning,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,118.82809912501774,,,,
1037,Lotus Tower,Evening,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,44.02901231541989,,,,
1038,Lotus Tower,Night,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,53.35578219674993,,,,
1267,Lotus Tower,Morning,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,51.617606767995284,,,,
1573,Lotus Tower,Evening,200,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,206.65954115117262,,,,
2170,Lotus Tower,Night,180,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,179.91067808280155,,,,
2184,Lotus Tower,Morning,180,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,161.76163358857133,,,,
2371,Lotus Tower,Morning,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,75.76643373791447,,,,
712,National Art Gallery,Night,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,52.10493149944342,,,,
586,National Art Gallery,Morning,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,41.99139631878176,,,,
2453,National Art Gallery,Night,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,98.11201607108094,,,,
2452,National Art Gallery,Morning,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,92.96328289433299,,,,
1407,National Art Gallery,Evening,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,31.731845384699646,,,,
1696,National Art Gallery,Morning,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,157.77690775767385,,,,
999,National Art Gallery,Morning,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,42.55426791910671,,,,
587,National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,116.07682983572492,,,,
1659,National Art Gallery,Night,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,153.02444133522928,,,,
2991,National Art Gallery,Night,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,100.71574662138995,,,,
1430,National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,51.896537544746245,,,,
1295,National Art Gallery,Night,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,57.99196082351031,,,,
3184,National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,124.31812561380433,,,,
2989,National Art Gallery,Morning,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,105.22874939453922,,,,
588,National Art Gallery,Night,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,54.83993602832324,,,,
1294,National Art Gallery,Evening,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,42.53451112874981,,,,
3185,National Art Gallery,Night,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,119.5458497,,,,
2262,National Art Gallery,Night,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,80.95850501801425,,,,
2990,National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,128.0798864727852,,,,
1429,National Art Gallery,Morning,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,46.44276667084297,,,,
1293,National Art Gallery,Morning,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,40.506380892885396,,,,
1977,National Art Gallery,Morning,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,168.32288665481633,,,,
3183,National Art Gallery,Morning,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,111.10922116171368,,,,
3163,National Art Gallery,Night,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,112.23412493064501,,,,
3162,National Art Gallery,Morning,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,117.74240505807776,,,,
2805,National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,92.67169792302052,,,,
711,National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,67.27112224,,,,
403,National Art Gallery,Night,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,53.85899849193784,,,,
2820,National Art Gallery,Morning,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,93.92083636433138,,,,
2475,National Art Gallery,Night,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,101.44215289888675,,,,
2474,National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,101.68730226250037,,,,
2053,National Art Gallery,Evening,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,178.27128867023077,,,,
503,National Art Gallery,Evening,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,53.85379289484589,,,,
3090,National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,127.51000743551822,,,,
639,National Art Gallery,Night,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,50.91665135294836,,,,
638,National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,67.05763246538523,,,,
2473,National Art Gallery,Morning,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,87.30164941757242,,,,
637,National Art Gallery,Morning,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,38.740992498434046,,,,
662,National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,126.17924728260788,,,,
2088,National Art Gallery,Night,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,175.43679281046545,,,,
2086,National Art Gallery,Morning,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,184.36840726360705,,,,
2912,National Art Gallery,Night,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,97.34207158397028,,,,
1257,National Art Gallery,Night,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,54.64284601900103,,,,
2069,National Art Gallery,Evening,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,175.98168819914375,,,,
1256,National Art Gallery,Evening,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,57.66159838412013,,,,
1325,National Art Gallery,Evening,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,20.866266192389126,,,,
21,National Art Gallery,Morning,200,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,221.63975390364186,,,,
2911,National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,86.63021125147998,,,,
2910,National Art Gallery,Morning,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,96.85157426364614,,,,
2087,National Art Gallery,Evening,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,181.8070847613975,,,,
1364,National Art Gallery,Morning,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,28.51727766438569,,,,
663,National Art Gallery,Night,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,45.597498849324275,,,,
2169,National Art Gallery,Night,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,179.65021678766212,,,,
2821,National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,87.83452259348093,,,,
3622,National Art Gallery,Night,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,130.69311842582408,,,,
401,National Art Gallery,Morning,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,128.68421376495564,,,,
2518,National Art Gallery,Night,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,90.06052364229328,,,,
1389,National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,50.962457791077455,,,,
2017,National Art Gallery,Morning,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,176.3671576880946,,,,
3005,National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,117.86110958982391,,,,
402,National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,79.62826663575417,,,,
2517,National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,82.04259098,,,,
2516,National Art Gallery,Morning,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,104.28934328368531,,,,
3621,National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,115.44485710316012,,,,
3620,National Art Gallery,Morning,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,120.5430650047017,,,,
2102,National Art Gallery,Morning,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,172.5574404448167,,,,
2865,National Art Gallery,Morning,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,99.82847281,,,,
2866,National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,90.42629888,,,,
23,National Art Gallery,Night,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,114.74066508215945,,,,
22,National Art Gallery,Evening,200,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,193.28123687502043,,,,
1680,National Art Gallery,Evening,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,141.21603040568502,,,,
1679,National Art Gallery,Morning,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,149.00123036176637,,,,
1366,National Art Gallery,Night,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,121.15263050190696,,,,
1365,National Art Gallery,Evening,200,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,188.79850807915946,,,,
710,National Art Gallery,Morning,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,56.961706706632704,,,,
3576,National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,95.33461909,,,,
2972,National Art Gallery,Night,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,109.4222776883271,,,,
233,National Art Gallery,Night,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,43.80346806778851,,,,
854,National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,63.51657073728092,,,,
2700,National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,79.10375391944069,,,,
855,National Art Gallery,Night,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,45.56266855442587,,,,
1736,National Art Gallery,Morning,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,157.2942265966333,,,,
149,National Art Gallery,Night,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,54.181975244077826,,,,
2721,National Art Gallery,Morning,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,84.52252098675186,,,,
2722,National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,95.13017119816777,,,,
148,National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,47.024008014600525,,,,
853,National Art Gallery,Morning,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,110.9201321649439,,,,
147,National Art Gallery,Morning,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,54.02097467169767,,,,
1888,National Art Gallery,Night,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,146.05452049740597,,,,
1132,National Art Gallery,Morning,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,52.87099849876669,,,,
1788,National Art Gallery,Evening,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,152.91466414389245,,,,
931,National Art Gallery,Evening,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,38.92222106559204,,,,
1068,National Art Gallery,Morning,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,22.089686023097933,,,,
1133,National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,61.360859717122885,,,,
2667,National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,92.05282674435324,,,,
3478,National Art Gallery,Night,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,112.75583439792793,,,,
930,National Art Gallery,Morning,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,49.47922373686771,,,,
1805,National Art Gallery,Morning,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,165.05466879266072,,,,
1806,National Art Gallery,Evening,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,154.20269112068556,,,,
1807,National Art Gallery,Night,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,149.07658921880048,,,,
2655,National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,81.68478603367966,,,,
3410,National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,136.72470695091457,,,,
3377,National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,121.01257826915095,,,,
191,National Art Gallery,Night,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,26.929880868040698,,,,
190,National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,59.96696484856397,,,,
3366,National Art Gallery,Night,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,129.56130053918443,,,,
189,National Art Gallery,Morning,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,126.58680520891065,,,,
3365,National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,106.20261034412265,,,,
1523,National Art Gallery,Morning,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,56.39512411876942,,,,
817,National Art Gallery,Night,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,125.96859628063271,,,,
816,National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,120.29861850270437,,,,
231,National Art Gallery,Morning,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,43.56344903160213,,,,
815,National Art Gallery,Morning,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,130.78627819001738,,,,
1821,National Art Gallery,Morning,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,155.17620535028937,,,,
232,National Art Gallery,Evening,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,48.78762078309718,,,,
1524,National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,50.724959833423355,,,,
3431,National Art Gallery,Morning,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,125.8493436096245,,,,
3432,National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,116.92951129517124,,,,
2380,National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,98.69306750883491,,,,
65,National Art Gallery,Night,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,52.49513639123971,,,,
764,National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,73.05425019809104,,,,
2656,National Art Gallery,Night,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,96.96497611744326,,,,
3250,National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,111.1767299332404,,,,
3515,National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,133.13151190478231,,,,
2768,National Art Gallery,Night,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,100.92744049268995,,,,
2295,National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,89.81422042305292,,,,
1624,National Art Gallery,Morning,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,72.56903591133559,,,,
106,National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,102.05329504202017,,,,
1625,National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,44.48667835168149,,,,
1626,National Art Gallery,Night,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,43.50586695407857,,,,
1030,National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,70.71058154,,,,
2576,National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,87.27918260837853,,,,
64,National Art Gallery,Evening,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,47.67417608366314,,,,
1940,National Art Gallery,Night,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,173.3412991813871,,,,
3530,National Art Gallery,Morning,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,118.78583657790496,,,,
3228,National Art Gallery,Night,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,112.37655129104425,,,,
2280,National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,90.52987777561194,,,,
1031,National Art Gallery,Night,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,45.89404834604494,,,,
2281,National Art Gallery,Night,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,73.38733698077999,,,,
105,National Art Gallery,Morning,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,114.49787802579985,,,,
3227,National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,133.25468551451658,,,,
63,National Art Gallery,Morning,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,50.93267345776588,,,,
107,National Art Gallery,Night,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,81.61381134900115,,,,
3575,National Art Gallery,Morning,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,120.3872375499246,,,,
2279,National Art Gallery,Morning,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,99.01236688015214,,,,
1772,National Art Gallery,Evening,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,147.04298902856092,,,,
1162,National Art Gallery,Morning,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,64.44120727891796,,,,
3531,National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,131.50734786214198,,,,
1049,National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,62.398677763245445,,,,
2540,National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,99.38589772464654,,,,
1163,National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,66.57153975248606,,,,
3226,National Art Gallery,Morning,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,99.87471350056663,,,,
1960,National Art Gallery,Morning,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,172.39021608565483,,,,
1961,National Art Gallery,Evening,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,159.51431,,,,
3286,National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,119.38563449874512,,,,
902,National Museum of Colombo,Evening,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,69.89772239,,,,
1025,National Museum of Colombo,Evening,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,58.955543149502624,,,,
2966,National Museum of Colombo,Evening,120,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,137.00395382755886,,,,
2181,National Museum of Colombo,Evening,180,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,184.3311949571152,,,,
2180,National Museum of Colombo,Morning,180,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,168.1172783925524,,,,
2572,National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,78.99973873875113,,,,
2508,National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,96.40686448995281,,,,
2650,National Museum of Colombo,Evening,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,91.28930799389379,,,,
2156,National Museum of Colombo,Morning,180,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,184.84006943156655,,,,
2376,National Museum of Colombo,Night,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,69.69495914813241,,,,
2602,National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,87.59882505284695,,,,
2158,National Museum of Colombo,Morning,180,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,165.09995124366097,,,,
2603,National Museum of Colombo,Evening,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,107.7831201622352,,,,
2604,National Museum of Colombo,Night,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,98.69289301851434,,,,
580,National Museum of Colombo,Night,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,61.61374920452013,,,,
879,National Museum of Colombo,Morning,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,52.316587218363836,,,,
579,National Museum of Colombo,Evening,120,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,113.71990053430082,,,,
1067,National Museum of Colombo,Morning,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,50.34971765033455,,,,
2375,National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,92.60264277910021,,,,
903,National Museum of Colombo,Night,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,57.73982351,,,,
2585,National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,86.54770955333656,,,,
2948,National Museum of Colombo,Night,120,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,129.8486100819637,,,,
2947,National Museum of Colombo,Evening,120,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,115.86981848846072,,,,
578,National Museum of Colombo,Morning,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,52.344735831404215,,,,
